WKT,name,description
"POLYGON ((76.8886465 15.3979789, 76.8874449 15.3977306, 76.8860501 15.3973169, 76.8847198 15.397379, 76.8852133 15.3969031, 76.885342 15.3958274, 76.8857068 15.3950206, 76.8871016 15.3938827, 76.8892259 15.3925173, 76.8899125 15.3921863, 76.8906421 15.392207, 76.8910069 15.3925587, 76.891715 15.3927035, 76.8919939 15.3932621, 76.8918866 15.3939655, 76.8915433 15.3947516, 76.8903202 15.3969652, 76.8886465 15.3979789))",Sample plantation-3,
