WKT,name,description
"LINESTRING (76.8998045 15.4152659, 76.8974657 15.4152038, 76.896779 15.4151418, 76.8954915 15.4144591, 76.8946332 15.4140247, 76.8910927 15.4129698, 76.8887109 15.4130111, 76.8866724 15.4127836, 76.8857927 15.4121734, 76.8833814 15.4114057, 76.882916 15.4113632, 76.8827296 15.4117138, 76.882389 15.4123011, 76.8820698 15.4125367, 76.880321 15.4135619, 76.8787546 15.4148677, 76.8759222 15.4169414)",Sample 4 Roadside,
